"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Fe","Cu","Cr","Zn","Ni","NH3N","HW17"
"340","3","0","1","1","0","0","0","0","0","1","1","0",203.573935444369,7.69094387406919,0.0287405974170512,8787.70061982247,40.3058380068403,0.604475462751147,5.36031437771474,0.15241136351979,0.18693923533338,0.449413788513841,0.104731732144042,4.34448516781218,220.048054357203
"341","4","0","1","1","0","0","0","0","0","1","1","0",83.3178623872433,7.52577973875062,0.0216895344823249,6631.77353977197,30.4174210744574,0.383749546472824,4.04524375496423,0.248348707085938,0.0475621540245542,0.75102158930398,0.290521433099231,3.34435169810389,122.146516524674
"342","4","1","0","1","1","0","0","0","0","0","0","1",45.2078013232402,7.44143663226505,0.0189617480545246,5797.72800857019,26.5919716688407,0.0592661899605896,3.53649334972782,0.217115112680365,0.0329804520699848,0.656569299007008,0.141862924847463,1.60456547343036,49.5621052860348
"3432","2","0","1","1","0","0","0","0","0","1","1","0",27.2878121919398,7.27485297188466,0.000539503769470067,430.829372134207,1.97605034974077,0.0311690116139759,0.262796944800298,0.0161338320300507,0.00933475871600527,0.0487896873513068,0.00252638139877865,0.200331384438655,114.15607500667
"344","1","1","0","1","1","0","0","0","0","0","0","1",23.8704858036843,7.473833334,0.00335746343797799,1026.57514528535,4.70850946126418,0.0742691519707462,0.626189460474105,0.0384435037169605,0.033350088915545,0.11625549266687,0.0229697733739487,0.477347260600024,50.3247671995573
"3453","4","1","0","1","1","0","0","0","0","0","0","1",42.6777195314581,7.50251585556023,0.00477906551225267,1461.24299941998,5.37626377080302,0.0714344259242661,0.891327799569638,0.0547210798345312,0.110316540758086,0.165479872745565,0.0226945563617905,0.679463501014882,45.8341806697915
"346","3","0","1","1","0","0","0","0","0","1","1","0",81.7317445535585,7.21694320634893,0.0172274769079939,5267.45863329484,32.9371032780495,0.262838150114752,3.21304007323969,0.19725742106134,0.0962692355546497,0.596518432188991,0.0138742245964855,3.17475359142991,181.97342448753
"347","2","1","0","1","1","0","0","0","0","0","0","1",79.4375665976325,7.473833334,0.0111731587255272,3416.29542594705,15.6692468283029,0.247157128578109,2.08386906684674,0.124118378826983,0.0490391037041332,0.342131554499129,0.0436017776069741,1.58854348694773,77.1456570420949
"34810","2","1","0","1","1","0","0","0","0","0","0","1",59.639886279541,7.473833334,0.00838854889364357,2564.8755296637,11.7641078280295,0.185559850800254,1.56452066053145,0.0921222081299684,0.0345541739902754,0.250917595382343,0.0304357794699591,1.19264168045437,60.0302064345235
"3492","1","0","1","1","0","0","0","0","0","1","1","0",6.04778253446008,8.1637049769102,0.00149680244438913,457.660913861124,4.41722474047509,0.0164103542606753,0.279163626789092,0.0171386277111954,0.00765793062449896,0.0518282512340459,0.00694692196920938,0.157450840873093,120.507941331142
"350","2","1","0","1","1","0","0","0","0","0","0","1",53.2235743468685,7.61191907840516,0.00824089283415533,2519.72844454627,11.5570353241222,0.182293616394815,1.53698187907915,0.35547912057544,0.66745518563129,0.67964983860757,0.124911294688936,1.21726991949623,46.6858008722821
"351","4","1","1","1","1","0","0","0","0","1","1","0",36.1622721523491,7.34060467999065,0.00459012056677867,1403.47138079965,2.17204501963654,0.217578350519508,0.856088315606647,0.0525576302610528,0.0146423096379417,0.158937470179665,0.00673823241794406,6.73941931670112,140.524988566793
"3521","4","1","1","1","1","0","0","0","0","1","1","0",33.4342460715142,7.41394224567103,0.00312711457036628,956.143913837059,4.38546820944885,0.069173696555041,0.583227876195264,0.0358059728053236,0.193925909380303,0.108279439491985,0.131079913581765,5.49525571514285,171.305672195866
"35310","4","0","1","1","0","0","0","0","0","1","1","0",464.585294480415,7.38180701524023,0.373895133262057,19979.9752740574,91.6405418925314,1.44548193156378,12.1873688430627,0.748216295792161,0.334320152597582,2.26265156594818,0.303279835726033,9.29049032411135,136.698093526241
"354","2","1","0","1","1","0","0","0","0","0","0","1",135.028102059364,7.80327347506853,0.0279669945171788,8551.16433027387,14.9945706556049,0.270611622402817,5.21603216647433,0.320226648092539,0.143084589853499,0.96838485006246,0.072514911453326,1.44703501015902,64.6916143062711
"355","2","1","0","1","1","0","0","0","0","0","0","1",68.1699598233601,7.400258065,0.0095883321969569,2931.72024140176,13.44668488793,0.21209979370969,1.7882882950566,0.109787966988941,0.0490557741022801,0.332005485395846,0.0445011375643938,1.36322083333975,43.0200007060862
"356","1","1","0","1","1","0","0","0","0","0","0","1",20.9635149004471,7.18668273207682,0.00267847629641617,818.968703840221,8.11474555886635,0.924950015095994,0.499553854707906,0.030668993351185,0.0137036078942623,0.0927449005911732,0.0124312812234649,0.155418703745536,60.1090818524393
"357","2","1","0","1","1","0","0","0","0","0","0","1",31.3986118630416,7.624413979,0.00968919990453429,2962.56160075054,13.5881424635278,0.214331059455544,1.80710088195936,0.13772549574281,0.074700211862335,0.222573724466718,0.161703625236172,1.37756175886842,63.7627801314416
"358","3","0","1","1","0","0","0","0","0","1","1","0",382.048356744527,7.24432664459201,0.0285423420765044,8727.08229636259,84.6155934316512,5.46720230350737,5.323338462507,0.326814478065527,0.0803094169075886,0.988306849690585,0.163155089288251,76.5049756969037,151.394561498539
"359","5","0","1","1","0","0","0","0","0","1","1","0",706.717104975246,7.98237599394048,0.0850537134138484,26005.9509850517,119.279398919802,6.5826923206791,15.8630885380065,0.401147944759468,0.435151364379146,0.257589183669361,1.086669301752,10.2658640584722,180.490773742814
"360","4","0","1","1","0","0","0","0","0","1","1","0",628.357333771809,7.64096631830563,0.0267723138952284,8185.87992637685,37.5455155490015,0.592220029103702,4.99321628720059,0.221613692506173,0.0530572264454713,0.520026935620144,0.0457354255073235,112.317254545802,191.204666393921
"361","2","1","0","1","1","0","0","0","0","0","0","1",71.9133760840046,7.20332688290599,0.0047151555546927,3092.70976317951,14.1850825486839,0.223746827512344,1.88648855055584,0.115816751922161,0.0517495734016808,0.350236899060799,0.0215524411207866,1.43807936339542,70.7598687309725
"362","4","1","0","1","1","0","0","0","0","0","0","1",11.1709313107793,7.473833334,0.00157122857411008,480.417555283913,2.20349247188923,0.0347565443148422,0.293044704225344,0.0179908251176789,0.00803871203921871,0.0544053492216229,0.00729234896183187,0.223389398343617,72.2841261062934
"363","4","0","1","1","0","0","0","0","0","1","1","0",1181.17513788673,7.26097903317043,0.0299329184353948,9152.26360528171,41.9779496656879,0.66213453708785,5.58269020679743,0.61522992837812,0.00940038489049865,2.09629010133058,0.00245440375751522,52.5253962507075,106.520353558928
"364","4","0","1","1","0","0","0","0","0","1","1","0",121.268152105405,7.55271877423759,0.0379446282441262,11601.9172032302,53.2135783456848,0.377121151512933,7.07692788824389,0.434472185221495,0.115072597845996,1.31387030087466,0.334907334380573,3.65107397214782,160.606872192491
"365","3","1","0","1","1","0","0","0","0","0","0","1",1304.37359695514,6.71451417150316,0.0172699872460003,5280.45658515052,24.2194445377665,0.0226189799598117,3.22096855377886,0.197744171591382,0.121152520804478,0.597990398155214,0.0513742444142699,4.93258153547446,67.3669215236176
"366","4","1","0","1","1","0","0","0","0","0","0","1",101.13898107153,7.473833334,0.0225429915091423,6892.72594343591,31.1933968788054,0.534909483734572,4.20441928682681,0.355848660163335,0.115334336503509,2.38497081755556,0.104625994922748,1.08232818614959,70.0623158159666
"367","4","1","0","1","1","0","0","0","0","0","0","1",166.553804697755,7.56159880450391,0.00501864598861552,1534.49687582797,7.03815311627916,0.111015528510054,0.936011138876724,0.0574643135162497,0.0256763692740232,0.173775578638746,0.0232924191772562,0.53416114859283,53.9092144660652
"368","3","1","0","1","1","0","0","0","0","0","0","1",33.5498733446706,7.98542013262911,0.00616721394170301,2212.01799588627,10.1456846217542,0.0153682427072048,1.34928491313173,0.00120199200904151,0.0370131684139224,0.250502111385258,0.00222539553203785,0.895643669275581,45.4676239937323
"369","3","0","1","1","0","0","0","0","0","1","1","0",51.869273143699,7.46914656705027,0.0240118917774889,7341.85564947932,45.0844622376522,0.403169940369125,4.47837905474093,0.274940082238582,0.0553378175461957,0.831435522464372,0.198411765881211,3.59247046773989,99.1042870717023
"370","5","1","1","1","1","0","0","0","0","1","1","0",1676.48329241971,7.37856921952782,0.0844455714892891,25820.0062074889,118.426540999526,6.86844877801849,15.749666090339,0.25901634473804,0.432039994963216,0.193730606999466,0.878069468964034,30.1013908090709,300.595528124901
"371","2","1","0","1","1","0","0","0","0","0","0","1",86.7701934584314,6.86796307668046,0.0199498393221293,3731.64269369948,17.1156247201868,0.269971409278919,2.27622433289879,0.139743710589607,0.0896990359327756,0.422593475522218,0.114498393221293,1.73517683908607,56.8534501009074
"37210","3","0","1","1","0","0","0","0","0","1","1","0",123.099237103586,7.473833334,0.0320372026956179,9795.66777033123,69.5231379899443,0.269516815151509,5.97515334834978,0.366831197943135,0.163908568023623,1.1093198418752,0.395113400007254,4.55488835159224,164.916825368338
"3731","2","1","0","1","1","0","0","0","0","0","0","1",52.3640539552633,7.473833334,0.00736517842912418,2251.97076979612,10.3289327823192,0.162922276884892,1.37365527346134,0.0843324980792457,0.037681688762391,0.255026600995539,0.0341830915660051,1.04714407056842,58.6472033736501
"37410","3","1","0","1","1","0","0","0","0","0","0","1",111.24695509369,7.445925926,0.0156472552974775,4784.29136338894,21.9437235105651,0.346126891026741,2.91831810034052,0.182849100797054,0.00957597181060101,0.140681433125151,0.00601899479424358,2.22464802918407,83.181200842367
"375","5","1","0","1","1","0","0","0","0","0","0","1",57.7438949680745,7.34479858900696,0.017193790740215,5257.15873214509,24.1125861498919,0.380337205077638,3.20675734831216,0.196871706853798,0.0879667808856382,0.595352010252616,0.0797994095308222,2.60745335589376,60.5252369342139
"376","4","1","0","1","1","0","0","0","0","0","0","1",62.5058268496067,7.53842742,0.00599161240036148,1831.99027935299,5.36874114303481,0.0540960627211748,1.11747591978574,0.0686049384891234,0.0306542558861808,0.207465505800154,0.0289844159836315,0.851857308417902,50.5493317220286
"37710","4","1","0","1","1","0","0","0","0","0","0","1",95.9215541164555,7.54165859988711,0.0103423490880895,3162.26773207364,10.1793513597196,0.0863536378512373,1.92891746355564,0.118421580448987,0.045103525204887,0.358114058873139,0.0496774374126908,1.29090429195128,83.4268060712484
"378","4","1","0","1","1","0","0","0","0","0","0","1",145.806100502987,7.35380218635177,0.028844705011769,8819.53239854234,40.4518382644092,1.52702786409961,5.37973109954369,0.330276578255291,0.0900149355893955,0.998776450968662,0.290286768502624,18.4121668492167,59.8655543544935
"379","1","1","0","1","1","0","0","0","0","0","0","1",25.8307090269865,7.473833334,0.00363317507553002,1110.87658994044,5.0951681016961,0.0803680694492225,0.677611586586688,0.0416004503728268,0.0413166780238971,0.125802290540278,0.0255900068143383,0.516546595773821,53.6961350375064
"3801","4","1","0","1","1","0","0","0","0","0","0","1",32.9533052380511,7.65889209941135,0.00261559526733558,799.742046317442,2.66663088786853,0.136571023150087,0.4878259936062,0.0299489872972915,0.0133818927447856,0.090567558993794,0.0121394364649544,2.10428455030264,69.9356261588726
"381","3","0","1","1","0","0","0","0","0","1","1","0",81.5582514853174,7.6605,0.011471440021801,3507.49769224176,16.0875569080589,0.253755296377034,2.13950054991173,0.0430525119395018,0.0657862947800376,0.117791447804421,0.0357049417048693,1.63095163659566,224.073215112319
"38210","1","0","1","1","0","0","0","0","0","1","1","0",3.87413395906228,7.47276815593428,0.01112063583716,17488.6795691136,80.2139167237362,0.0325840938889394,10.6677303426282,0.230320316484123,1.01275582256384,1.9723275964085,0.0180918065235987,8.89964903316982,201.840575801037
"38310","4","1","0","1","1","0","0","0","0","0","0","1",67.3247125725312,7.57555773439723,0.0181572436384796,5551.74337061768,25.4637337629822,0.440418237337994,3.38644784278855,0.20790340352099,0.0177054425517428,0.628712531331703,0.0842709656671966,0.960193745429915,69.7945410921224
"38410","4","0","1","1","0","0","0","0","0","1","1","0",169.82014188407,7.40667257930015,0.02175204589954,6650.88698467726,30.505087169832,0.447027758981999,4.05690255849259,0.0982446664046822,0.103296140424732,0.538561906542938,0.111294897761949,2.98135254723486,173.846742663368
"38510","4","1","0","1","1","0","0","0","0","0","0","1",140.276530127468,7.85316537606822,0.0197303611480598,6032.7385240688,27.6698754590219,0.436447714012557,3.67984487031597,0.225915858907982,0.100944372791688,0.683183291747851,0.0915720826028414,2.80516357627793,67.0479390486144
"386","3","0","1","1","0","0","0","0","0","1","1","0",159.567552524346,7.6605,0.0224437082243633,6862.36906589069,31.4750749806985,0.496468607456746,4.18590222367454,0.0836871560396742,0.111788915749719,0.244918594540676,0.102297674922971,3.19093354897441,175.234817651156
"387","3","0","1","1","0","0","0","0","0","1","1","0",0.121409673794173,7.0427728417927,2.91240483726002e-05,8.90104618805181,0.0408257111050619,0.000571580528567286,0.00542945263203409,0.000333360519857547,0.000148922296391291,0.00100799773571168,1.16796146841329e-06,0.00956573055130934,145.712000861764
"388","4","0","1","1","0","0","0","0","0","1","1","0",1008.24034249199,7.83819720373582,1.35875413153569,51818.7259145173,237.67277280854,3.74890514222968,31.6083436997974,1.94052368109408,0.86707035984026,3.27362757115732,0.693464565017496,19.0073282566301,111.625956710922
"389","1","0","1","1","0","0","0","0","0","1","1","0",10.6203605025789,7.473833334,0.00149378880350939,456.739683083259,2.09489108401352,0.0330435321521686,0.278601694827385,0.017104128842001,0.00764251626710419,0.0517239259804611,0.00693293832946316,0.212379422576856,115.853598847575
"390","4","1","0","1","1","0","0","0","0","0","0","1",43.3733613874791,7.64828166514457,0.006836708525047,2090.38613587696,9.58780557295165,0.151232188588704,1.27509201166297,0.0782814265290144,0.0349779318547502,0.236727793745274,0.0317303679208655,1.94011478821092,58.5619119839417
"391","2","0","1","1","0","0","0","0","0","1","1","0",25.651932229649,7.17152878048277,0.00435146945013485,1330.50155935739,11.9455916334127,0.0741976536831395,0.811578244150267,0.0456732722567642,0.022262964769251,0.150673931738945,0.0201959357853077,0.361016100314498,140.148711609333
"392","4","0","1","1","0","0","0","0","0","1","1","0",89.6974407017036,7.59810115000438,0.0431710959248311,12427.2852681231,46.124160356743,0.553075501708919,7.58038521994993,0.130179329687077,0.333391365580841,0.699929463063916,0.073517761034572,3.59246215860117,130.870518269819
"393","1","1","0","1","1","0","0","0","0","0","0","1",25.5545237815428,7.81046125036798,0.0038609161245425,1180.51029454328,5.41455140105936,0.0854058265917477,0.720086695697613,0.0442081144933209,0.0197531962323937,0.13368802688974,0.0179191898293435,0.527308519678578,44.6208898164229
