"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Cu","Cr","Ni","Zn","NH3N","HWsum"
"1511","4","0","0","0","0","0","0","0","0","0","1","0",32.2584229296956,7.485,0.00755313104833417,233.556278532218,1.27163298374261,0.00830367664682321,0.00581582688282148,0.00522058633526016,0.0161145002489797,0.0060463328783247,0.0657778790148836,803.299134400355
"152","3","1","0","0","0","0","0","0","0","1","1","0",506.725920982752,7.431987634,0.546502618108106,16898.8351513278,92.0083000784562,0.600807907216622,0.420800944374826,0.377732644387553,1.16595572086505,0.437479085113039,4.7593219985216,581.169895740844
"1531","2","0","1","1","0","0","0","0","0","0","1","0",13.9878668197214,7.485,0.0150858786700824,466.482265322125,2.53983424661214,0.0165849436080122,0.0116159586651857,0.0104270839411389,0.0321855125561609,0.0120763495336719,0.131378245310769,420.204353628871
"1541","4","0","1","1","0","0","0","0","0","0","1","0",92.7744726598259,7.485,0.100057033244618,3093.94182291148,16.84544082799,0.109999576717069,0.0770428039150723,0.0691575964248753,0.213470285587452,0.0800963399308377,0.871365703141308,529.25056610789
"1551","4","1","1","0","0","0","0","0","0","1","1","1",320.563447240018,7.34575402725421,0.189243093236582,8374.35079624345,45.5954374442673,0.297735087995243,0.208531220507266,0.187188385605303,0.577798536093174,0.21679620490196,2.35851948445941,589.301663910878
"1561","3","0","1","0","0","0","0","0","0","1","1","0",24.2518694046752,7.4901586860121,0.0101004583746123,312.324167610039,2.74685149876121,0.0111041279550337,0.00777724011684662,0.00698125254569018,0.0215491865721302,0.00808548558600223,0.553220881025773,318.555695692506
"1571","4","0","1","1","0","0","0","0","0","0","1","0",309.938940396223,8.12648772403189,0.570824126867121,17650.8995487002,96.1030300461717,0.62754621382476,0.439528235021455,0.394543227053002,1.21784532042463,0.456948619524126,13.123182799276,3652.00037118551
"1581","4","0","0","1","0","0","0","0","0","0","1","0",591.808284652108,7.17606547203141,0.470129189267392,14537.2325943333,79.1501926961822,0.516845345241775,0.36199425260901,0.324944722993094,1.0030140747119,0.376341633100254,4.09420946894413,930.384019952532
"1591","4","0","1","1","0","0","0","0","0","0","1","0",395.925444939549,7.54710123621917,0.8674472479813,26823.0152369155,146.042020809749,0.953644407947401,0.667924743813741,0.599563720254412,1.85068661669876,0.694397458638377,3.26723638952936,3559.89125184568
"1601","4","1","1","0","0","0","0","0","0","1","1","1",251.222951473016,7.47458120500084,1.20918350487947,10452.1409205613,56.9082844895751,0.371607205360535,0.260270647990088,0.233632365494796,0.721158197232753,0.270586286885922,2.94370018800812,384.954064392693
"1611","3","1","0","0","0","0","0","0","0","1","1","0",754.286872721232,7.431987634,0.813496475748864,25154.7611645,136.95895563621,0.894332613229279,0.626383247356468,0.562273929323824,1.73558339425102,0.651209494956311,7.0844887895017,768.693247308815
"1621","4","0","1","1","0","0","0","0","0","0","1","0",6.37633849759712,7.39041190698703,0.0114279792080243,353.373473613711,1.00242920624232,0.00584679242842418,0.00879941643789913,0.00437493829110733,0.0243814330798929,0.00914817559415498,0.0841163456358341,310.897067758964
"1631","5","1","0","1","0","0","0","0","0","0","1","0",464.235423290057,8.01380797821509,0.512373350026308,15843.4973524958,86.2623515591399,0.563287255573479,0.394521786823819,0.198869595075384,1.09314140297953,0.410158372857394,2.71697997623794,9736.62808775629
"1641","4","0","0","0","0","0","0","0","0","0","1","0",523.907987383202,7.485,0.565033432745471,17471.8409822462,95.1281182204246,0.621180106406051,0.435069465431338,0.390540805297987,1.20549095617578,0.452313130092567,4.92070112497558,430.559414681519
"1651","4","0","1","1","0","0","0","0","0","0","1","0",478.443100660539,7.95294341650709,0.652937669823585,20189.9966757088,109.92753377925,0.717819277883596,0.502754751034931,0.451298610420007,1.39303341959457,0.522681072907957,3.50590720857397,3846.30783392557
"1661","4","0","0","0","0","0","0","0","0","0","1","0",672.411461467382,7.485,0.175081704610367,5413.83840295117,29.4764736120655,0.192479357152497,0.134810967585656,0.121013281232988,0.373534376586715,0.140154102948004,1.52473232450017,1363.0038164986
"167","4","0","0","0","0","0","0","0","0","0","1","0",949.701571094151,7.485,1.02425073115237,31671.6584414587,172.441202496653,1.12602925864719,0.788661683116246,0.7079434281137,2.18522466205685,0.819919718825131,8.91988231156857,724.994042869478
"1681","5","1","0","1","0","0","0","0","0","0","1","0",409.946101707739,7.74031235844793,0.439277926602557,13583.2565536983,73.9561238285341,0.482928430654394,0.338239123003459,0.00104554117464833,0.937193335579727,0.351644986250315,3.38797173058425,9097.41848983011
"1691","5","1","0","1","0","0","0","0","0","0","1","0",459.817165095245,8.00202218123648,0.490411128108413,15164.3863018968,82.564827271211,0.539142674990041,0.377611120344546,0.000643749889655504,1.04628530917622,0.392577463951833,9.98729547825147,7721.67277014143
"1701","4","0","0","0","0","0","0","0","0","0","1","0",11.2128983890533,7.485,0.00278057455479542,85.9803171283258,0.468133024756801,0.0030568763759665,0.00214101102251337,0.00192188207742454,0.00593231662269033,0.00222586871857278,0.0242151607121134,818.284176427889
"1711","3","1","0","0","0","0","0","0","0","1","1","0",694.30597745869,7.35073539886255,0.748807232332472,23154.4544543103,126.067978896271,0.823215280246892,0.576573249028851,0.517561904164697,1.59756979639341,0.599425313989518,6.52113021217889,640.3999691348
"172","4","0","1","0","0","0","0","0","0","0","1","0",10.6088592928257,7.485,0.0114416273136252,353.795526983135,1.92629401524451,0.0125785680553998,0.00880992614036616,0.0079082440418024,0.0244105539204413,0.00202667713161258,0.0996415917359741,403.962468936839
"1731","3","0","1","0","0","0","0","0","0","1","1","0",25.2992908225786,7.81922173071787,0.0101524612592753,313.932192998022,2.11387234098651,0.0111612985224832,0.00781728201135252,0.00701719586920757,0.0216601343054599,0.00812711466443807,0.859052210299298,335.214759072007
"1741","4","0","0","0","0","0","0","0","0","0","1","0",562.664655260258,7.485,0.167320756348403,5173.85605925691,28.1698529303363,0.183947213080396,0.128835123672692,0.115649055800194,0.356976502784802,0.133941411034351,1.45714463397934,1478.98023869605
"175","4","0","0","1","0","0","0","0","0","0","1","0",185.070011744702,7.6813415792693,0.145738432067803,4506.49210110246,24.5362874919533,0.160220279295986,0.112216972967013,0.100731746021412,0.310930913466718,0.116664611761672,1.2691908527702,885.576860372463
"176","4","0","1","1","0","0","0","0","0","0","1","0",325.790611913782,8.13426305391654,0.565910803784337,17498.9708538424,95.2758309618947,0.622144660278223,0.435745031288209,0.391147228553991,1.20736281497768,0.453015470649263,9.87967439331114,2965.83104834462
"1771","4","0","1","1","0","0","0","0","0","0","1","0",188.512861336265,8.17992371232281,0.353824036793989,10940.8699371145,59.5692445834697,0.388983093546946,0.272440576645832,0.244556721893199,0.75487865179367,0.283238562160136,4.03521103937179,1967.44680330377
"178","4","0","1","1","0","0","0","0","0","0","1","0",176.316132626694,8.1471493026491,0.304850741199457,9426.52834612015,51.3241795077108,0.335143382525205,0.234731683687574,0.210707272950196,0.650394808438022,0.244035104242719,2.03732781653991,1987.1020252689
"1791","4","0","1","1","0","0","0","0","0","0","1","0",95.4008447701518,7.485,0.102889568960604,3181.52887443752,17.3223219715836,0.113113577804432,0.0792238249459809,0.0711153935434085,0.219513461413972,0.0823638040429494,0.896033378518947,604.956881433414
"1801","4","0","0","0","0","0","0","0","0","0","1","0",491.251284971998,7.485,0.529813262290854,16382.770524605,89.1985070603609,0.582460150483622,0.40795032590209,0.366197266064,1.13034921299538,0.424119141747545,4.61397957079939,658.411035900335
"181","4","0","1","1","0","0","0","0","0","0","1","0",402.884958315021,7.485,0.434510403506279,13435.8362456501,73.1534713473155,0.477687165081778,0.334568183382687,0.300325668164965,0.927021892212064,0.34782855175535,3.78401649856369,1433.12128492636
"1821","2","0","1","1","0","0","0","0","0","0","1","0",2.4283958621681,7.485,0.0026190184451863,80.9847289473049,0.440933778751302,0.00287926699148638,0.00201661489023382,0.00181021754435286,0.00558764044616738,0.00209654275872628,0.0228082234483012,452.36479228307
"183","3","1","0","0","0","0","0","0","0","1","1","0",468.055671787599,7.50617221110082,0.50479685254988,15609.2185376501,84.986784590299,0.554957891064584,0.388687967954891,0.348906379210339,1.07697705094327,0.404093334714972,4.39611940728524,570.900560832541
"1841","4","0","0","0","0","0","0","0","0","0","1","0",20.5763585754912,7.485,0.00525968962513274,162.638982644011,0.88551288837739,0.00578233890985229,0.0040499025948189,0.00363540150862253,0.0112214748075165,0.00421041740018379,0.0458050083212539,612.554581022675
"1851","3","0","1","0","0","0","0","0","0","0","1","0",47.2926206797525,7.49512948264279,-0.0329074508871411,1925.79063641869,11.8966285692263,0.0409042781602454,0.0148718576388226,0.00297375583833569,0.0216699078799313,0.0131246058338664,-0.422192193234704,293.44185806116
"1861","4","1","1","1","0","0","0","0","0","1","1","0",18.3565049014317,7.4226811538282,0.019797444031073,612.172256102991,3.33306574825519,0.0217646913769668,0.0152438114935921,0.0136836320468767,0.04223757041244,0.0158479889914888,0.172409805468708,344.234964443842
"1871","4","1","1","1","0","0","0","0","0","1","1","0",182.73784751188,7.02846150521147,0.197082304221557,6094.13616652981,33.1804591304632,0.216666128888089,0.151751184725947,0.136219694769194,0.420472349740711,0.157765732917,1.71632873283867,409.10905303007
"1881","2","0","1","1","0","0","0","0","0","0","1","0",56.0137197393166,7.485,0.0604106542519312,1868.00512247751,10.1706404225213,0.0664135864344081,0.0465155328523781,0.0417547426425732,0.128885289552339,0.0483591418564748,0.526097674459591,398.421294986201
"1891","4","0","0","0","0","0","0","0","0","0","1","0",5786.22832032527,7.37480241872368,12.4235998084437,383426.13862786,2809.58987017561,7.8081924579881,9.58578321393838,8.57941576180414,26.4623711840136,9.95473692273497,97.9608180344774,371.190430471351
"1901","4","0","0","0","0","0","0","0","0","0","1","0",506.829898309907,7.485,0.155196738495377,4798.95980821395,26.1286727868912,0.170618446322931,0.119499764693309,0.10726915523034,0.331110079096592,0.124236051289434,1.35156031686648,1279.79110028184
"1911","2","0","1","1","0","0","0","0","0","0","1","0",197.261317020679,7.485,0.212745828700232,6578.48027951661,35.8175449508218,0.233886118734184,0.163811924449387,0.147046037453538,0.453890261857532,0.170304492325807,1.85273751886042,401.002789293444
"192","4","0","1","1","0","0","0","0","0","0","1","0",403.121720171969,7.485,0.434765750561763,13443.7320318391,73.1964611658408,0.477967885449087,0.334764798039782,0.30050215944122,0.927566671267678,0.348032958655536,3.78624023664501,1022.8398812606
"1931","4","0","1","0","0","0","0","0","0","1","1","0",61.264495027064,7.55151626060324,0.00939337115262566,290.459775900608,1.58145280325643,0.0103267784324517,0.00723279101972141,0.00649252679076741,0.0200406261379569,0.00751945739847419,0.0818039578854621,379.783916355151
"194","5","1","0","1","0","0","0","0","0","0","1","0",573.187012738675,7.83850954174286,0.542361558214008,16770.7862077502,91.3111179624029,0.596255355438372,0.417612374446837,0.00110830176029727,1.15712082810241,0.434164139017809,22.9763450207668,9224.74848093568
"195","4","0","0","0","0","0","0","0","0","0","1","0",882.308606060696,7.485,0.951567589721686,29424.1661388211,160.204385905141,1.04612368300878,0.73269647149505,0.657706165714373,2.03015619265142,0.761736366792147,8.28690734872662,912.262602435486
"1961","4","0","0","0","0","0","0","0","0","0","1","0",622.8352505898,7.485,0.190272590019899,5883.56765164513,32.0339865533414,0.209179741166379,0.146507780233215,0.131512944144724,0.405943918261482,0.152314510416989,1.65702503761462,1794.5558594496
"1971","4","0","1","1","0","0","0","0","0","0","1","0",534.364891464115,7.485,0.576311177607962,17820.5689457706,97.0268210815568,0.633578505738755,0.443753203706927,0.398335776858019,1.2295518666387,0.46134104103599,5.01891550826399,1622.82740961247
"1981","4","0","1","0","0","0","0","0","0","1","1","0",391.652245155341,7.82596033274178,0.0620218739052558,1917.82690098839,10.4419027372715,0.0681849105652809,0.0477561536552792,0.0428683881109239,0.132322803497741,0.0496489344016315,0.540129285410071,350.537653183311
"1991","4","0","1","1","0","0","0","0","0","0","1","0",479.576424553556,7.485,0.517221955240681,15993.4248575911,87.0786548539941,0.568617660510325,0.398255159076318,0.357494383630193,1.10348583408455,0.414039714757524,4.50432577621435,1789.41895730424
"200","4","0","0","0","0","0","0","0","0","0","1","0",295.336123872292,7.485,0.17106945397168,5289.77246631203,28.8009775888938,0.18806841409244,0.131721578577402,0.11824008710816,0.364974296229646,0.13694226833741,1.48979087847578,907.610395285524
"201","4","1","1","1","0","0","0","0","0","1","1","0",287.55369734472,7.16980327489323,0.310125931972236,9589.64664669537,52.2123021140853,0.34094276164274,0.238793522212823,0.214353389032996,0.661649354479948,0.248257930642716,2.7007906666515,452.768085260288
"202","4","0","0","0","0","0","0","0","0","0","1","0",484.80937221713,7.485,0.157346395504528,4865.43103695573,26.4905855887835,0.172981712108157,0.121154976494977,0.108754959395845,0.335696342382441,0.125956866654045,1.37028101416472,1595.78589153755
"203","4","1","1","0","0","0","0","0","0","1","1","1",405.040321580144,7.40532635664134,0.253806835450232,10564.5946840173,57.5205562496451,0.375605298345304,0.263070878876613,0.236145997716774,0.728917081888463,0.27349750325373,2.97537122740448,361.585277645888
"204","5","1","0","1","0","0","0","0","0","0","1","0",108.881524506737,7.25489506221043,0.100383947301639,3104.05058647087,16.9004795470073,0.110358975735715,0.07729452394237,0.000911190995108336,0.214167752272118,0.0803580367630145,8.4536109276535,9714.41351433717
"205","4","0","1","0","0","0","0","0","0","0","1","0",3.78912704827565,7.485,0.00408656349081458,126.363840292153,0.688007311351748,0.00449264060005759,0.0031466087131886,0.00282455882598472,0.00871862735753001,0.00327132203894579,0.0355886186804252,556.933628450266
"206","4","0","1","1","0","0","0","0","0","0","1","0",147.080741855514,8.03256604587616,0.231624279314632,7162.23561438802,38.9958904137427,0.254640497418875,0.178348121625991,0.160094477858709,0.494167172881082,0.185416820306915,3.80231810553931,1373.34952122645
"207","4","0","1","1","0","0","0","0","0","0","1","0",174.585385844437,8.16431588962461,0.316474037061565,9785.94136950094,53.2810588418363,0.347921670739431,0.243681492083594,0.21874108312645,0.675192948010693,0.253339631941546,2.56463945300318,1910.91778695467
"208","4","1","1","1","0","0","0","0","0","1","1","0",181.224601412956,7.5112419013309,0.195450272266437,6043.67082577956,32.9056928428943,0.214871923709172,0.150494537628487,0.135091663931573,0.416990431766295,0.156459279892037,1.7021158710381,345.723032291043
